Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,ISIN,Scheme Code,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score(4),Sharpe Score(4),Sortino Score(4),RiskAdj Perf(12),StdDev Score(4),MeanRet Score(4),Beta Score(2),Vol & Return(10),NumStocks Score(2),Top10 Score(2),Top5 Score(2),Top3Sec Score(2),Diversification(8),PE Score(3),PB Score(3),Valuation(6),YTM Score(1),Duration Score(1),Maturity Score(1),Credit Score(1),Debt Quality(4),Total Score(40),Risk Category,Fund Rating
Sundaram Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,Regular,-0.52,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44360/,INF903JA1LN3,152678,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1,1.5,2.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Tata Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,Regular,1.25,15.44,,BSE 500 TRI,0.79,13.68,,2.4,1,0.66,15.8,16.23,,,,,25,https://www.valueresearchonline.com/funds/41579/,INF277KA1190,149068,,,,,,,3,2,1,6,1,3,1,5,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,20.0,Moderate Risk,Average
Union Business Cycle Reg,solution-oriented,Solution: Retirement - Equity,Regular,5.21,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44136/,INF582M01JM9,152411,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Axis Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,3.79,14.45,10.92,BSE 500 TRI,0.79,13.68,12.33,2.61,0.83,0.65,14.17,15.09,,,,,25,https://www.valueresearchonline.com/funds/41223/,INF846K01Y05,148631,,,,,,,3,2,1,6,2,3,1,6,1.5,1.5,2,1,6.0,1,1,2,0,0,0,0,0,20.0,Moderate Risk,Average
Bandhan Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,12.59,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44245/,INF194KB1IB8,152606,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,2,1.5,6.5,1,1,2,0,0,0,0,0,14.5,Moderately High Risk,Average
Baroda BNP Paribas Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,6.66,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44100/,INF251K01TB7,152472,,,,,,,1,1,1,3,1,1,1,3,1,1.5,2,1,5.5,1,1,2,0,0,0,0,0,13.5,Moderately High Risk,Average
HDFC Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45273/,INF179KC1JL3,153619,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1,1,2,0,0,0,0,0,13.5,Moderately High Risk,Average
ICICI Pru Innovation,solution-oriented,Solution: Retirement - Hybrid,Regular,2.67,21,,BSE 500 TRI,0.79,13.68,,7.47,0.96,0.98,15.47,21.02,,,,,25,https://www.valueresearchonline.com/funds/43442/,INF247L01EM2,153256,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,2,1,6.0,2,1.5,3.5,0,0,0,0,0,22.5,Moderate Risk,Average
Kotak Pioneer Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,8.89,19.93,15.01,BSE 500 TRI,0.79,13.68,12.33,6.36,0.91,0.89,15.37,19.48,,,,,25,https://www.valueresearchonline.com/funds/40374/,INF174KA1EW8,147724,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,2,1.5,6.5,1,1,2,0,0,0,0,0,21.5,Moderate Risk,Average
Mahindra Manulife Innovation Opportunities Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45735/,INF174V01CX8,154120,,,,,,,1,1,1,3,1,1,1,3,1,1.5,2,1,5.5,1,1,2,0,0,0,0,0,13.5,Moderately High Risk,Average
Motilal Oswal Innovation Opportunities Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,13.1,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44900/,INF247L01EM2,153256,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1,1,2,0,0,0,0,0,13.0,Moderately High Risk,Average
Nippon India Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,2.29,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43719/,INF204KC1BL9,152034,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
SBI Innovative Opportunities Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,-0.15,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44457/,INF200KB1290,152774,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1,1,2,0,0,0,0,0,12.5,High Risk,Poor
Tata India Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,0.38,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44714/,INF277KA1CR8,153059,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Union Innovation & Opportunities Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,7.35,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43668/,INF582M01JA4,151903,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
UTI Innovation Reg,solution-oriented,Solution: Retirement - Hybrid,Regular,-6.27,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43797/,INF789F1AYY7,152086,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
360 ONE Flexicap Reg,solution-oriented,Solution: Children - Debt,Regular,3.64,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43545/,INF579M01AP7,151799,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
360 ONE Focused Reg,solution-oriented,Solution: Children - Debt,Regular,1.75,12.94,12.56,BSE 500 TRI,0.79,13.68,12.33,-0.18,0.92,0.49,14.6,13.02,,,,,25,https://www.valueresearchonline.com/funds/28456/,INF579M01878,131578,,,,,,,1,1,1,3,2,3,1,6,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,16.0,Moderately High Risk,Average
Abakkus Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45681/,INF2JJD01169,154041,,,,,,,1,1,1,3,1,1,1,3,1,1.5,2,1,5.5,2,2,4,0,0,0,0,0,15.5,Moderately High Risk,Average
ABSL Bal Bhavishya Yojna Reg,solution-oriented,Solution: Children - Debt,Regular,2.77,12.51,9.16,BSE 500 TRI,0.79,13.68,12.33,-0.43,0.97,0.48,15.36,13.19,,,,,25,https://www.valueresearchonline.com/funds/38819/,INF209KB1E76,146409,,,,,,,1,1,1,3,1,3,1,5,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,17.0,Moderately High Risk,Average
ABSL BSE 500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45375/,INF209KC1605,153735,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
ABSL BSE 500 Quality 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45379/,INF209KC1639,153742,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,2,1,3,0,0,0,0,0,14.5,Moderately High Risk,Average
ABSL Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,4.94,16.57,12.41,BSE 500 TRI,0.79,13.68,12.33,2.85,0.95,0.71,14.77,16.32,,,,,25,https://www.valueresearchonline.com/funds/561/,INF209K01AJ8,103166,,,,,,,3,2,1,6,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,20.5,Moderate Risk,Average
ABSL Focused Reg,solution-oriented,Solution: Children - Debt,Regular,0.28,14.53,11.6,BSE 500 TRI,0.79,13.68,12.33,1.21,0.9,0.59,14.14,14.26,,,,,25,https://www.valueresearchonline.com/funds/2865/,INF209K01LV0,108273,,,,,,,2,2,1,5,2,3,1,6,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,18.5,Moderately High Risk,Average
ABSL Retirement 30s Reg,solution-oriented,Solution: Children - Debt,Regular,10.64,17,11.54,BSE 500 TRI,0.79,13.68,12.33,3,0.99,0.69,15.95,16.81,,,,,25,https://www.valueresearchonline.com/funds/39179/,INF209KB1H99,146577,,,,,,,3,2,1,6,1,3,1,5,1.5,2,2,1,6.5,1.5,1.5,3.0,0,0,0,0,0,20.5,Moderate Risk,Average
Angel One Nifty Total Market ETF,solution-oriented,Solution: Children - Debt,Regular,0.19,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44964/,INF1J2R01023,153330,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
Angel One Nifty Total Market Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.6,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44962/,INF1J2R01031,153331,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
Angel One Nifty Total Market Momentum Quality 50 ETF,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45605/,INF1J2R01122,153956,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1,2.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Angel One Nifty Total Market Momentum Quality 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45606/,INF1J2R01130,153955,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1,2.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Axis Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,1.75,13.68,9.9,BSE 500 TRI,0.79,13.68,12.33,-0.51,0.96,0.47,15.38,13.07,,,,,25,https://www.valueresearchonline.com/funds/34709/,INF846K01B51,141927,,,,,,,1,1,1,3,1,3,1,5,1.5,1.5,1.5,1,5.5,1,1.5,2.5,0,0,0,0,0,16.0,Moderately High Risk,Average
Axis Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-3.1,9.36,5.47,BSE 500 TRI,0.79,13.68,12.33,-4.23,0.91,0.2,14.86,8.9,,,,,25,https://www.valueresearchonline.com/funds/14951/,INF846K01CH7,117560,,,,,,,1,1,1,3,2,2,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
Axis Nifty 500 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.97,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44412/,INF846K018W1,152730,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,1.5,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
Axis Nifty500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-2.54,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44904/,INF846KA1036,153245,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Axis Nifty500 Quality 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45467/,INF846KA1192,153830,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
Bajaj Finserv Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,4.56,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43651/,INF0QA701383,151898,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Bandhan Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-0.15,13.46,11.14,BSE 500 TRI,0.79,13.68,12.33,0.64,0.88,0.55,13.87,13.54,,,,,25,https://www.valueresearchonline.com/funds/2886/,INF194K01391,108594,,,,,,,2,2,1,5,2,3,1,6,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,21.0,Moderate Risk,Average
Bandhan Focused Reg,solution-oriented,Solution: Children - Debt,Regular,0.72,15.3,12,BSE 500 TRI,0.79,13.68,12.33,2.07,0.98,0.59,16.71,15.75,,,,,25,https://www.valueresearchonline.com/funds/3151/,INF194K01466,108592,,,,,,,3,2,1,6,1,3,1,5,1,1,1,1,4,3,2,5,0,0,0,0,0,20,Moderate Risk,Average
Bandhan Nifty 500 Momentum 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-2.67,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44629/,INF194KB1IX2,153002,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1.5,1,5.0,1.5,1.5,3.0,0,0,0,0,0,14.0,Moderately High Risk,Average
Bandhan Nifty Alpha 50 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.64,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43862/,INF194KB1GX6,152179,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
Bandhan Nifty Total Mkt Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.75,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44402/,INF194KB1IH5,152717,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
Bank of India Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,7.76,21.23,16.4,BSE 500 TRI,0.79,13.68,12.33,6.18,1.12,0.8,19.04,21.01,,,,,25,https://www.valueresearchonline.com/funds/41016/,INF761K01FI9,148405,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,2,1.5,6.5,2,1.5,3.5,0,0,0,0,0,23.0,Moderate Risk,Average
Baroda BNP Paribas Children's Reg,solution-oriented,Solution: Children - Debt,Regular,3.57,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44778/,INF251K01UC3,153170,,,,,,,1,1,1,3,1,1,1,3,1.5,2,2,1,6.5,1.5,1.5,3.0,0,0,0,0,0,15.5,Moderately High Risk,Average
Baroda BNP Paribas Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,0.37,13.81,,BSE 500 TRI,0.79,13.68,,0.95,1,0.56,15.88,14.79,,,,,25,https://www.valueresearchonline.com/funds/42310/,INF251K01QW9,150385,,,,,,,2,2,1,5,1,3,1,5,1,1.5,2,1,5.5,2,2,4,0,0,0,0,0,19.5,Moderately High Risk,Average
Baroda BNP Paribas Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-6.13,9.83,9.66,BSE 500 TRI,0.79,13.68,12.33,-3.21,1.08,0.31,17.29,11.28,,,,,25,https://www.valueresearchonline.com/funds/34651/,INF251K01PK6,150263,,,,,,,1,1,1,3,1,2,1,4,1,1,1.5,1,4.5,2,2,4,0,0,0,0,0,15.5,Moderately High Risk,Average
Canara Robeco Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-1.14,12.57,10.71,BSE 500 TRI,0.79,13.68,12.33,-0.94,0.93,0.45,14.52,12.37,,,,,25,https://www.valueresearchonline.com/funds/1839/,INF760K01019,101922,,,,,,,1,1,1,3,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,17.5,Moderately High Risk,Average
Canara Robeco Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-2.85,13.43,12.52,BSE 500 TRI,0.79,13.68,12.33,0.03,0.92,0.5,14.62,13.24,,,,,25,https://www.valueresearchonline.com/funds/41456/,INF760K01JT0,148884,,,,,,,2,2,1,5,2,3,1,6,1,1,1.5,1,4.5,1,1.5,2.5,0,0,0,0,0,18.0,Moderately High Risk,Average
Capitalmind Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45312/,INF226401026,153739,,,,,,,1,1,1,3,1,1,1,3,1,2,2,1,6,3,2,5,0,0,0,0,0,17,Moderately High Risk,Average
DSP Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-0.3,13.91,10.92,BSE 500 TRI,0.79,13.68,12.33,0.05,0.97,0.51,15.42,13.69,,,,,25,https://www.valueresearchonline.com/funds/393/,INF740K01037,105875,,,,,,,2,2,1,5,1,3,1,5,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,19.5,Moderately High Risk,Average
DSP Focused Reg,solution-oriented,Solution: Children - Debt,Regular,0.62,16.24,11.06,BSE 500 TRI,0.79,13.68,12.33,1.46,0.96,0.59,15.52,14.98,,,,,25,https://www.valueresearchonline.com/funds/11183/,INF740K01532,112901,,,,,,,2,2,1,5,1,3,1,5,1,1,1.5,1,4.5,2,2,4,0,0,0,0,0,18.5,Moderately High Risk,Average
DSP Nifty500 Flexicap Quality 30 ETF,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45521/,INF740KA1WR5,153801,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
DSP Nifty500 Flexicap Quality 30 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45444/,INF740KA1WO2,153802,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
DSP Nifty 500 Index Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45717/,INF740KA1XV5,154090,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,1.5,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
Edelweiss Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,0.51,15.4,13.27,BSE 500 TRI,0.79,13.68,12.33,1.81,0.99,0.63,15.46,15.55,,,,,25,https://www.valueresearchonline.com/funds/29261/,INF843K01KN5,140355,,,,,,,2,2,1,5,1,3,1,5,2,1.5,1.5,1,6.0,1.5,1.5,3.0,0,0,0,0,0,19.0,Moderately High Risk,Average
Edelweiss Focused Reg,solution-oriented,Solution: Children - Debt,Regular,-0.55,13.93,,BSE 500 TRI,0.79,13.68,,0.29,0.98,0.52,15.54,14.01,,,,,25,https://www.valueresearchonline.com/funds/42296/,INF754K01OL0,150382,,,,,,,2,2,1,5,1,3,1,5,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,17.5,Moderately High Risk,Average
Franklin India Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,-3.11,14.98,13.54,BSE 500 TRI,0.79,13.68,12.33,1.35,0.92,0.6,14.46,14.58,,,,,25,https://www.valueresearchonline.com/funds/116/,INF761K01462,111712,,,,,,,2,2,1,5,2,3,1,6,1.5,1.5,1.5,1,5.5,1.5,2,3.5,0,0,0,0,0,20.0,Moderate Risk,Average
Franklin India Focused Equity Reg,solution-oriented,Solution: Children - Debt,Regular,-6.37,10.71,11.37,BSE 500 TRI,0.79,13.68,12.33,-1.52,0.88,0.39,14.11,11.36,,,,,25,https://www.valueresearchonline.com/funds/5141/,INF761K01462,111712,,,,,,,1,1,1,3,2,2,1,5,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,15.0,Moderately High Risk,Average
Groww Nifty 500 Low Volatility 50 ETF,solution-oriented,Solution: Children - Debt,Regular,0.79,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45217/,INF666M01ME1,153905,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Groww Nifty 500 Momentum 50 ETF,solution-oriented,Solution: Children - Debt,Regular,-2.05,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45094/,INF666M01KC9,153456,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
Groww Nifty 500 Momentum 50 ETF FoF Reg,solution-oriented,Solution: Children - Debt,Regular,-2.31,,,BSE 500 TRI,0.79,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45095/,INF666M01KC9,153456,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty Total Market Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.65,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43804/,INF666M01HJ0,152127,,,,,,,1,1,1,3,1,1,1,3,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,16.0,Moderately High Risk,Average
HDFC BSE 500 ETF,solution-oriented,Solution: Children - Debt,Regular,-0.36,13.28,,BSE 500 TRI,0.79,13.68,,-0.33,1,0.5,15.4,13.53,,,,,25,https://www.valueresearchonline.com/funds/43117/,INF179KC1JE9,154152,,,,,,,1,2,1,4,1,3,1,5,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,19.0,Moderately High Risk,Average
HDFC BSE 500 Index Reg,solution-oriented,Solution: Children - Debt,Regular,-0.91,12.37,,BSE 500 TRI,0.79,13.68,,-1.13,1,0.45,15.34,12.69,,,,,25,https://www.valueresearchonline.com/funds/43476/,INF179KC1GH7,151729,,,,,,,1,1,1,3,1,3,1,5,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,18.0,Moderately High Risk,Average
HDFC Diversified Equity All Cap Active FoF Reg,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45483/,INF179KC1JR0,153861,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
HDFC Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,1.48,17.96,17.7,BSE 500 TRI,0.79,13.68,12.33,4.62,0.82,0.85,13.11,17.06,,,,,25,https://www.valueresearchonline.com/funds/219/,INF2JJD01169,154041,,,,,,,4,2,1,7,2,3,1,6,1.5,1,1,1,4.5,2,2,4,0,0,0,0,0,21.5,Moderate Risk,Average
HDFC Focused Reg,solution-oriented,Solution: Children - Debt,Regular,0.39,17.38,18.68,BSE 500 TRI,0.79,13.68,12.33,4.03,0.79,0.81,12.81,16.25,,,,,25,https://www.valueresearchonline.com/funds/2372/,INF579M01878,131578,,,,,,,4,2,1,7,2,3,1,6,1,1,1,1,4,2,2,4,0,0,0,0,0,21,Moderate Risk,Average
HDFC Retirement Savings Equity Reg,solution-oriented,Solution: Children - Debt,Regular,-4.28,12,13.37,BSE 500 TRI,0.79,13.68,12.33,-0.9,0.86,0.44,13.54,11.87,,,,,25,https://www.valueresearchonline.com/funds/31779/,INF740K01714,100087,,,,,,,1,1,1,3,2,2,1,5,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,17.5,Moderately High Risk,Average
Helios Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,6.98,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43837/,INF0R8701012,152136,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
HSBC Flexi Cap Reg,solution-oriented,Solution: Children - Debt,Regular,2.53,17.6,14.15,BSE 500 TRI,0.79,13.68,12.33,3.42,1.08,0.7,17.31,17.96,,,,,25,https://www.valueresearchonline.com/funds/2072/,INF336L01AF5,102252,,,,,,,3,2,1,6,1,3,1,5,2,2,2,1,7,1.5,2,3.5,0,0,0,0,0,21.5,Moderate Risk,Average
HSBC Focused Reg,solution-oriented,Solution: Children - Debt,Regular,4.22,15.18,11.33,BSE 500 TRI,0.79,13.68,12.33,1.22,1.03,0.56,16.85,15.3,,,,,25,https://www.valueresearchonline.com/funds/41020/,INF336L01PE6,148409,,,,,,,2,2,1,5,1,3,1,5,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,17.0,Moderately High Risk,Average
ICICI Pru BSE 500 ETF,solution-oriented,Solution: Children - Debt,Regular,-0.39,13.27,11.84,BSE 500 TRI,0.79,13.68,12.33,-0.33,1,0.5,15.4,13.52,,,,,25,https://www.valueresearchonline.com/funds/36037/,INF209KB13F9,149783,,,,,,,1,2,1,4,1,3,1,5,2,1.5,1.5,1,6.0,2,2,4,0,0,0,0,0,19.0,Moderately High Risk,Average
ICICI Pru BSE 500 ETF FOF,solution-oriented,Solution: Children - Debt,Regular,-0.99,12.27,,BSE 500 TRI,0.79,13.68,,-0.95,0.99,0.46,15.3,12.83,,,,,1,https://www.valueresearchonline.com/funds/41850/,INF084M01077,132174,,,,,,,1,1,1,3,1,3,1,5,1,1,1,1,4,1,1,2,0,0,0,0,0,14,Moderately High Risk,Average
ICICI Pru Diversified Equity All Cap Active FoF,solution-oriented,Solution: Children - Debt,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,5,https://www.valueresearchonline.com/funds/45887/,INF2JJD01169,154041,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
